statsborgerskab	køn	alder	oprindelsesland	2006	2007	2008	2009	2010	2011	2012	2013
Dansk	Mænd	10-19 år	Nordamerika uoplyst	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Antigua og Barbuda	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Argentina	16	11	12	13	13	13	13	17
Dansk	Mænd	10-19 år	Aruba	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Bahamas	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Barbados	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Belize	2	2	2	1	4	4	2	2
Dansk	Mænd	10-19 år	Bermuda	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Bolivia	2	1	1	1	1	1	1	2
Dansk	Mænd	10-19 år	Brasilien	32	28	26	23	20	23	24	22
Dansk	Mænd	10-19 år	Britisk Vestindien	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Chile	33	34	31	30	29	30	26	25
Dansk	Mænd	10-19 år	Colombia	10	10	8	10	11	11	11	11
Dansk	Mænd	10-19 år	Costa Rica	0	0	2	2	2	2	1	1
Dansk	Mænd	10-19 år	Cuba	2	3	3	3	3	5	4	4
Dansk	Mænd	10-19 år	Curacao	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Dominica	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Dominikanske Republik	1	1	1	0	2	2	2	2
Dansk	Mænd	10-19 år	Ecuador	7	8	5	3	5	5	5	4
Dansk	Mænd	10-19 år	El Salvador	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Falklandsøerne	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Fransk Guyana	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Fransk Vestindien	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Grenada	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Guadeloupe	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Guatemala	1	2	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Guyana	2	2	3	2	2	3	2	3
Dansk	Mænd	10-19 år	Haiti	1	1	1	1	0	0	1	1
Dansk	Mænd	10-19 år	Nederlandske Antiller	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Honduras	5	5	5	4	2	2	3	2
Dansk	Mænd	10-19 år	Jamaica	1	1	0	0	2	3	3	3
Dansk	Mænd	10-19 år	Martinique	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Mexico	8	8	4	5	5	5	7	8
Dansk	Mænd	10-19 år	Nauru	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Nicaragua	2	2	2	2	3	4	2	3
Dansk	Mænd	10-19 år	Panama	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Paraguay	1	1	2	2	3	3	3	3
Dansk	Mænd	10-19 år	Peru	12	12	11	11	14	15	14	16
Dansk	Mænd	10-19 år	Puerto Rico	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Skt. Kitts og Nevis	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Skt. Lucia	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Skt. Vincent og Grenadinerne	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Surinam	1	1	1	1	1	1	1	1
Dansk	Mænd	10-19 år	Trinidad og Tobago	3	2	2	2	2	1	1	2
Dansk	Mænd	10-19 år	Uruguay	9	7	5	4	3	3	3	4
Dansk	Mænd	10-19 år	Venezuela	3	5	6	4	6	7	9	8
Dansk	Mænd	10-19 år	Vestindiske Øer	1	1	1	2	2	2	1	1
Dansk	Mænd	10-19 år	Syd- og Mellemamerika uoplyst	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Abu Dhabi	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Afghanistan	244	266	299	340	407	456	528	550
Dansk	Mænd	10-19 år	Armenien	37	40	46	47	43	48	51	52
Dansk	Mænd	10-19 år	Aserbajdsjan	11	13	15	19	22	25	28	32
Dansk	Mænd	10-19 år	Bahrain	3	2	2	2	2	1	3	2
Dansk	Mænd	10-19 år	Bangladesh	16	15	15	14	18	21	22	20
Dansk	Mænd	10-19 år	Bhutan	0	0	0	0	0	0	1	1
Dansk	Mænd	10-19 år	Brunei	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Cambodja	14	12	14	16	17	17	18	17
Dansk	Mænd	10-19 år	Dubai	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Filippinerne	121	141	135	141	143	145	150	150
Dansk	Mænd	10-19 år	Forenede Arabiske Emirater	6	9	11	12	14	16	18	26
Dansk	Mænd	10-19 år	Georgien	5	7	7	6	7	7	7	6
Dansk	Mænd	10-19 år	Hongkong	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Indien	148	151	155	160	157	156	155	155
Dansk	Mænd	10-19 år	Indokina	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Indonesien	5	4	5	5	5	6	5	5
Dansk	Mænd	10-19 år	Irak	864	1039	1186	1330	1478	1570	1705	1828
Dansk	Mænd	10-19 år	Iran	696	691	699	710	734	735	757	751
Dansk	Mænd	10-19 år	Israel	37	38	38	40	47	52	50	54
Dansk	Mænd	10-19 år	Japan	2	2	2	4	3	6	4	5
Dansk	Mænd	10-19 år	Jordan	146	147	144	142	147	147	138	135
Dansk	Mænd	10-19 år	Kasakhstan	3	3	4	3	4	6	5	5
Dansk	Mænd	10-19 år	Kina	143	153	166	179	180	192	197	194
Dansk	Mænd	10-19 år	Kirgisistan	0	0	0	0	0	0	2	1
Dansk	Mænd	10-19 år	Kuwait	82	94	95	105	115	140	162	169
Dansk	Mænd	10-19 år	Laos	0	0	0	0	0	1	1	1
Dansk	Mænd	10-19 år	Libanon	2487	2676	2766	2895	3044	3146	3212	3201
Dansk	Mænd	10-19 år	Macao	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Malaysia	7	6	3	2	2	4	4	6
Dansk	Mænd	10-19 år	Maldiverne	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Mellemøsten uoplyst	12	11	12	12	14	12	15	16
Dansk	Mænd	10-19 år	Mongoliet	0	0	0	0	1	2	2	3
Dansk	Mænd	10-19 år	Myanmar	0	0	0	0	1	1	1	1
Dansk	Mænd	10-19 år	Nepal	0	0	0	0	1	0	1	1
Dansk	Mænd	10-19 år	Nordkorea	1	1	0	0	1	1	2	3
Dansk	Mænd	10-19 år	Oman	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Pakistan	1117	1131	1152	1145	1175	1185	1154	1127
Dansk	Mænd	10-19 år	Vestbredden og Gaza	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Qatar	5	6	7	9	12	14	15	14
Dansk	Mænd	10-19 år	Saudi-Arabien	12	12	17	19	20	21	21	24
Dansk	Mænd	10-19 år	Sikkim	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Singapore	6	3	3	6	8	5	8	7
Dansk	Mænd	10-19 år	Sri Lanka	798	817	875	909	957	983	1009	1004
Dansk	Mænd	10-19 år	Sydkorea	22	26	26	37	36	43	48	53
Dansk	Mænd	10-19 år	Syrien	297	323	345	362	392	402	437	470
Dansk	Mænd	10-19 år	Tadsjikistan	0	0	1	1	2	2	1	1
Dansk	Mænd	10-19 år	Taiwan	7	9	9	7	7	7	6	4
Dansk	Mænd	10-19 år	Thailand	58	67	62	64	59	67	63	66
Dansk	Mænd	10-19 år	Trucial Oman	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Turkmenistan	1	1	1	1	1	1	1	2
Dansk	Mænd	10-19 år	Usbekistan	1	1	1	2	4	6	5	5
Dansk	Mænd	10-19 år	Vietnam	710	783	853	891	935	974	999	1032
Dansk	Mænd	10-19 år	Nordyemen	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Yemen	29	28	32	36	33	32	33	28
Dansk	Mænd	10-19 år	Asien uoplyst	1	2	1	1	1	1	1	1
Dansk	Mænd	10-19 år	Australien	13	13	10	13	10	9	12	10
Dansk	Mænd	10-19 år	Cookøerne	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Fiji	1	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Franske besiddelser i Stillehavet	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Kiribati	0	0	0	0	2	2	2	2
Dansk	Mænd	10-19 år	Marshalløerne	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	New Zealand	2	3	2	2	5	2	3	4
Dansk	Mænd	10-19 år	Papua Ny Guinea	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Salomonøerne	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Samoa	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Tonga	0	0	0	0	0	0	2	2
Dansk	Mænd	10-19 år	Tuvalu	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Vanuatu	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Østtimor	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Øer i Stillehavet	0	0	0	0	0	0	0	0
Dansk	Mænd	10-19 år	Statsløs	29	25	54	52	48	49	56	52
Dansk	Mænd	10-19 år	Uoplyst	246	268	24	26	29	29	26	28
Dansk	Mænd	20-29 år	Danmark	275588	270476	267750	266394	267555	270580	275487	282160
Dansk	Mænd	20-29 år	Albanien	0	0	0	0	1	1	1	2
Dansk	Mænd	20-29 år	Andorra	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Belgien	30	27	17	18	16	19	17	17
Dansk	Mænd	20-29 år	Bosnien-Hercegovina	824	866	928	967	1021	1046	1086	1084
Dansk	Mænd	20-29 år	Bulgarien	11	16	18	21	25	25	31	35
Dansk	Mænd	20-29 år	Cypern	7	6	6	5	7	6	7	4
Dansk	Mænd	20-29 år	Estland	0	1	1	1	1	1	4	3
Dansk	Mænd	20-29 år	Finland	48	44	38	34	31	30	28	26
Dansk	Mænd	20-29 år	Frankrig	37	38	31	34	35	34	34	36
Dansk	Mænd	20-29 år	Grækenland	14	14	9	8	10	8	7	6
Dansk	Mænd	20-29 år	Belarus	2	3	3	4	8	9	8	10
Dansk	Mænd	20-29 år	Irland	9	9	7	5	5	7	8	7
Dansk	Mænd	20-29 år	Island	31	33	31	33	40	39	37	36
Dansk	Mænd	20-29 år	Italien	15	20	18	15	19	17	19	24
Dansk	Mænd	20-29 år	Jugoslavien	727	699	682	674	685	712	716	744
Dansk	Mænd	20-29 år	Jugoslavien, Forbundsrepublikken	3	5	12	17	24	30	36	37
Dansk	Mænd	20-29 år	Kosovo	0	0	0	13	21	25	29	37
Dansk	Mænd	20-29 år	Kroatien	34	33	30	28	28	27	31	30
Dansk	Mænd	20-29 år	Letland	1	4	6	7	6	5	8	9
Dansk	Mænd	20-29 år	Liechtenstein	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Litauen	6	7	8	8	7	7	7	10
Dansk	Mænd	20-29 år	Luxembourg	15	16	14	16	15	14	16	14
Dansk	Mænd	20-29 år	Nordmakedonien	80	81	78	80	79	80	85	102
Dansk	Mænd	20-29 år	Malta	1	1	1	1	0	0	0	0
Dansk	Mænd	20-29 år	Moldova	1	1	1	1	2	4	6	8
Dansk	Mænd	20-29 år	Monaco	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Montenegro	0	0	0	0	0	2	3	2
Dansk	Mænd	20-29 år	Nederlandene	15	12	14	15	18	19	19	24
Dansk	Mænd	20-29 år	Nordirland	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Norge	91	95	80	75	77	84	94	97
Dansk	Mænd	20-29 år	Polen	492	495	481	474	445	446	443	440
Dansk	Mænd	20-29 år	Portugal	8	11	8	8	8	7	8	9
Dansk	Mænd	20-29 år	Rumænien	77	80	79	80	79	78	73	76
Dansk	Mænd	20-29 år	Rusland	34	41	54	62	83	93	95	91
Dansk	Mænd	20-29 år	San Marino	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Schweiz	12	14	14	13	11	12	10	9
Dansk	Mænd	20-29 år	Serbien	0	0	0	0	2	2	2	4
Dansk	Mænd	20-29 år	Serbien og Montenegro	0	2	2	2	8	10	20	22
Dansk	Mænd	20-29 år	Slovakiet	0	0	2	2	2	3	3	1
Dansk	Mænd	20-29 år	Slovenien	1	3	3	2	3	3	3	3
Dansk	Mænd	20-29 år	Sovjetunionen	48	45	43	40	39	42	40	44
Dansk	Mænd	20-29 år	Spanien	17	18	12	14	14	10	12	14
Dansk	Mænd	20-29 år	Storbritannien	83	80	58	66	72	76	81	83
Dansk	Mænd	20-29 år	Sverige	137	138	118	112	116	120	117	110
Dansk	Mænd	20-29 år	Tjekkiet	1	1	1	1	1	0	0	0
Dansk	Mænd	20-29 år	Tjekkoslovakiet	30	28	24	24	23	17	15	16
Dansk	Mænd	20-29 år	Tyrkiet	2887	2955	2958	2988	3078	3129	3182	3338
Dansk	Mænd	20-29 år	DDR	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Tyskland	191	193	164	167	168	175	183	187
Dansk	Mænd	20-29 år	Ukraine	17	19	24	30	31	32	40	38
Dansk	Mænd	20-29 år	Ungarn	34	31	32	33	34	33	29	28
Dansk	Mænd	20-29 år	Vatikanstaten	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Østrig	5	4	3	3	2	2	3	2
Dansk	Mænd	20-29 år	Europa uoplyst	2	2	2	2	1	0	0	0
Dansk	Mænd	20-29 år	Algeriet	31	36	43	45	41	46	53	60
Dansk	Mænd	20-29 år	Angola	1	1	1	0	0	0	0	0
Dansk	Mænd	20-29 år	Benin	1	1	1	1	0	0	0	1
Dansk	Mænd	20-29 år	Botswana	2	2	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Burkina Faso	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Burundi	3	4	8	9	11	15	16	18
Dansk	Mænd	20-29 år	Cameroun	2	2	1	1	3	3	5	6
Dansk	Mænd	20-29 år	Centralafrikanske Republik	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Comorerne	0	0	0	1	1	1	1	1
Dansk	Mænd	20-29 år	Congo, Demokratiske Republik	2	6	7	7	9	9	12	12
Dansk	Mænd	20-29 år	Congo, Republikken	0	0	0	1	2	1	1	2
Dansk	Mænd	20-29 år	Djibouti	2	1	3	3	2	2	3	3
Dansk	Mænd	20-29 år	Egypten	72	73	80	84	89	91	94	96
Dansk	Mænd	20-29 år	Elfenbenskysten	14	16	17	18	19	19	24	25
Dansk	Mænd	20-29 år	Eritrea	4	3	2	5	6	8	10	13
Dansk	Mænd	20-29 år	Etiopien	42	49	52	56	59	72	78	79
Dansk	Mænd	20-29 år	Gabon	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Gambia	21	22	26	27	30	31	32	32
Dansk	Mænd	20-29 år	Ghana	30	28	28	30	34	35	35	43
Dansk	Mænd	20-29 år	Guinea	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Guinea-Bissau	0	0	0	1	1	1	1	1
Dansk	Mænd	20-29 år	Kap Verde	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Kenya	31	29	26	27	25	29	27	30
Dansk	Mænd	20-29 år	Lesotho	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Liberia	3	3	2	2	2	2	2	2
Dansk	Mænd	20-29 år	Libyen	2	4	5	5	3	3	3	5
Dansk	Mænd	20-29 år	Madagaskar	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Malawi	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Mali	0	1	0	0	1	1	1	1
Dansk	Mænd	20-29 år	Marokko	439	448	465	472	495	531	561	577
Dansk	Mænd	20-29 år	Mauretanien	0	0	1	1	1	1	2	1
Dansk	Mænd	20-29 år	Mauritius	5	5	4	4	5	5	6	8
Dansk	Mænd	20-29 år	Mozambique	1	1	1	1	1	1	1	1
Dansk	Mænd	20-29 år	Namibia	0	0	1	1	2	2	3	2
Dansk	Mænd	20-29 år	Niger	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Nigeria	10	11	15	18	15	16	15	17
Dansk	Mænd	20-29 år	Reunion	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Rwanda	4	4	2	4	6	9	9	11
Dansk	Mænd	20-29 år	Sao Tome og Principe	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Senegal	1	1	1	1	1	1	1	2
Dansk	Mænd	20-29 år	Seychellerne	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Sierra Leone	5	5	7	7	9	9	14	19
Dansk	Mænd	20-29 år	Somalia	305	338	396	448	517	562	609	685
Dansk	Mænd	20-29 år	Spanske besiddelser i Afrika	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Skt. Helena	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Sudan	6	6	6	8	12	17	18	16
Dansk	Mænd	20-29 år	Eswantini	0	1	1	1	1	1	1	1
Dansk	Mænd	20-29 år	Sydafrika	17	16	20	16	20	19	23	26
Dansk	Mænd	20-29 år	Sydsudan	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Sydvestafrika	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Tanzania	22	25	20	18	22	21	19	20
Dansk	Mænd	20-29 år	Tchad	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Togo	2	2	2	2	4	6	9	9
Dansk	Mænd	20-29 år	Tunesien	10	9	8	16	17	26	28	37
Dansk	Mænd	20-29 år	Uganda	39	52	63	68	77	77	85	85
Dansk	Mænd	20-29 år	Zambia	6	9	5	6	7	11	12	12
Dansk	Mænd	20-29 år	Zimbabwe	10	7	6	5	5	5	3	3
Dansk	Mænd	20-29 år	Ækvatorialguinea	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Afrika uoplyst	1	2	2	3	2	1	2	2
Dansk	Mænd	20-29 år	Canada	22	24	21	25	32	31	30	35
Dansk	Mænd	20-29 år	USA	55	64	47	60	65	63	61	70
Dansk	Mænd	20-29 år	Nordamerika uoplyst	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Antigua og Barbuda	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Argentina	23	22	23	25	23	26	27	25
Dansk	Mænd	20-29 år	Aruba	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Bahamas	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Barbados	0	1	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Belize	0	0	0	1	1	1	3	3
Dansk	Mænd	20-29 år	Bermuda	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Bolivia	7	8	6	5	4	3	3	2
Dansk	Mænd	20-29 år	Brasilien	30	37	34	39	38	41	49	43
Dansk	Mænd	20-29 år	Britisk Vestindien	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Chile	43	40	38	39	38	32	33	35
Dansk	Mænd	20-29 år	Colombia	11	11	11	10	12	13	10	12
Dansk	Mænd	20-29 år	Costa Rica	3	3	3	1	1	1	2	2
Dansk	Mænd	20-29 år	Cuba	1	1	1	2	2	2	2	1
Dansk	Mænd	20-29 år	Curacao	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Dominica	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Dominikanske Republik	4	3	3	4	4	4	5	4
Dansk	Mænd	20-29 år	Ecuador	2	4	8	9	7	8	7	9
Dansk	Mænd	20-29 år	El Salvador	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Falklandsøerne	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Fransk Guyana	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Fransk Vestindien	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Grenada	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Guadeloupe	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Guatemala	0	1	1	0	0	0	1	0
Dansk	Mænd	20-29 år	Guyana	3	3	2	2	1	2	3	3
Dansk	Mænd	20-29 år	Haiti	1	1	1	1	2	2	1	1
Dansk	Mænd	20-29 år	Nederlandske Antiller	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Honduras	1	1	0	1	1	1	0	1
Dansk	Mænd	20-29 år	Jamaica	1	1	3	3	2	2	1	1
Dansk	Mænd	20-29 år	Martinique	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Mexico	10	10	6	8	7	5	4	7
Dansk	Mænd	20-29 år	Nauru	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Nicaragua	1	2	1	1	2	2	5	5
Dansk	Mænd	20-29 år	Panama	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Paraguay	1	1	0	0	0	0	1	1
Dansk	Mænd	20-29 år	Peru	13	13	11	10	9	7	8	7
Dansk	Mænd	20-29 år	Puerto Rico	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Skt. Kitts og Nevis	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Skt. Lucia	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Skt. Vincent og Grenadinerne	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Surinam	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Trinidad og Tobago	0	1	0	1	2	2	2	2
Dansk	Mænd	20-29 år	Uruguay	11	14	15	17	16	14	13	12
Dansk	Mænd	20-29 år	Venezuela	5	5	6	6	5	6	4	7
Dansk	Mænd	20-29 år	Vestindiske Øer	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Syd- og Mellemamerika uoplyst	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Abu Dhabi	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Afghanistan	175	205	219	269	427	483	622	715
Dansk	Mænd	20-29 år	Armenien	23	20	21	23	25	27	34	36
Dansk	Mænd	20-29 år	Aserbajdsjan	2	2	4	4	6	10	11	13
Dansk	Mænd	20-29 år	Bahrain	6	6	7	6	6	7	9	10
Dansk	Mænd	20-29 år	Bangladesh	6	7	9	9	8	9	9	10
Dansk	Mænd	20-29 år	Bhutan	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Brunei	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Cambodja	13	16	17	19	21	20	18	17
Dansk	Mænd	20-29 år	Dubai	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Filippinerne	137	142	136	137	131	130	139	133
Dansk	Mænd	20-29 år	Forenede Arabiske Emirater	1	1	1	1	1	1	2	3
Dansk	Mænd	20-29 år	Georgien	4	3	3	5	5	6	7	7
Dansk	Mænd	20-29 år	Hongkong	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Indien	153	149	139	130	144	146	160	159
Dansk	Mænd	20-29 år	Indokina	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Indonesien	1	2	2	2	1	2	3	3
Dansk	Mænd	20-29 år	Irak	504	578	655	776	965	1090	1293	1405
Dansk	Mænd	20-29 år	Iran	703	733	784	815	835	818	832	809
Dansk	Mænd	20-29 år	Israel	30	32	27	21	23	24	24	26
Dansk	Mænd	20-29 år	Japan	9	8	7	6	5	4	6	7
Dansk	Mænd	20-29 år	Jordan	124	124	129	130	128	141	155	156
Dansk	Mænd	20-29 år	Kasakhstan	0	0	0	1	5	7	8	8
Dansk	Mænd	20-29 år	Kina	85	90	101	106	128	129	143	168
Dansk	Mænd	20-29 år	Kirgisistan	0	0	0	0	0	0	0	1
Dansk	Mænd	20-29 år	Kuwait	29	28	30	43	48	55	63	77
Dansk	Mænd	20-29 år	Laos	1	1	1	1	1	1	1	1
Dansk	Mænd	20-29 år	Libanon	1142	1226	1320	1416	1508	1614	1793	2032
Dansk	Mænd	20-29 år	Macao	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Malaysia	2	2	3	4	6	5	6	7
Dansk	Mænd	20-29 år	Maldiverne	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Mellemøsten uoplyst	31	24	25	25	21	19	19	19
Dansk	Mænd	20-29 år	Mongoliet	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Myanmar	0	1	1	0	1	1	0	0
Dansk	Mænd	20-29 år	Nepal	4	4	3	1	1	3	2	1
Dansk	Mænd	20-29 år	Nordkorea	2	1	1	2	2	2	1	1
Dansk	Mænd	20-29 år	Oman	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Pakistan	1166	1079	1031	1023	1050	1050	1035	1104
Dansk	Mænd	20-29 år	Vestbredden og Gaza	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Qatar	1	1	0	0	0	0	0	1
Dansk	Mænd	20-29 år	Saudi-Arabien	4	3	2	2	4	5	4	8
Dansk	Mænd	20-29 år	Sikkim	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Singapore	10	13	7	6	5	8	6	6
Dansk	Mænd	20-29 år	Sri Lanka	456	501	539	574	608	634	681	736
Dansk	Mænd	20-29 år	Sydkorea	12	11	10	6	11	11	12	17
Dansk	Mænd	20-29 år	Syrien	101	115	127	141	163	174	189	217
Dansk	Mænd	20-29 år	Tadsjikistan	1	1	1	1	1	1	2	1
Dansk	Mænd	20-29 år	Taiwan	5	5	5	5	5	7	8	10
Dansk	Mænd	20-29 år	Thailand	99	100	94	98	104	103	118	108
Dansk	Mænd	20-29 år	Trucial Oman	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Turkmenistan	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Usbekistan	0	0	0	0	2	3	3	3
Dansk	Mænd	20-29 år	Vietnam	740	704	690	685	707	699	697	700
Dansk	Mænd	20-29 år	Nordyemen	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Yemen	8	10	13	15	16	18	21	26
Dansk	Mænd	20-29 år	Asien uoplyst	5	4	3	3	3	2	2	1
Dansk	Mænd	20-29 år	Australien	12	12	8	6	9	9	11	11
Dansk	Mænd	20-29 år	Cookøerne	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Fiji	1	2	2	2	2	2	2	1
Dansk	Mænd	20-29 år	Franske besiddelser i Stillehavet	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Kiribati	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Marshalløerne	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	New Zealand	6	6	2	4	3	6	7	6
Dansk	Mænd	20-29 år	Papua Ny Guinea	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Salomonøerne	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Samoa	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Tonga	1	1	1	1	1	0	0	0
Dansk	Mænd	20-29 år	Tuvalu	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Vanuatu	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Østtimor	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Øer i Stillehavet	0	0	0	0	0	0	0	0
Dansk	Mænd	20-29 år	Statsløs	25	24	37	40	38	38	39	35
Dansk	Mænd	20-29 år	Uoplyst	151	150	19	17	18	16	20	21
