unit	ownership	district	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021
Total square meters occupied dwellings	Public authorities	Polling area - 5. Vest	78686.0	78438.0	78312.0	78312.0	78313.0	872.0	872.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Public authorities	Polling area - 5. Nordvest	61073.0	61030.0	61030.0	61030.0	61025.0	100.0	100.0	100.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	267.0	267.0	267.0	267.0
Total square meters occupied dwellings	Public authorities	Polling area - 6. Bispebjerg	24723.0	24373.0	24355.0	24355.0	24435.0	1648.0	1500.0	1500.0	1500.0	1500.0	1500.0	1563.0	1500.0	1500.0	1902.0	1902.0	1902.0	1902.0	1902.0	1902.0	1902.0	1902.0	1902.0	1902.0	1902.0	1970.0	1902.0	1902.0	1902.0	1902.0	1902.0
Total square meters occupied dwellings	Public authorities	Polling area - 6. Vest	95748.0	95851.0	95851.0	75386.0	102340.0	258.0	258.0	258.0	258.0	2292.0	2292.0	458.0	458.0	458.0	458.0	458.0	458.0	458.0	458.0	458.0	458.0	458.0	418.0	200.0	200.0	200.0	200.0	200.0	200.0	200.0	200.0
Total square meters occupied dwellings	Public authorities	Polling area - 6. Nord	79230.0	79255.0	79357.0	79203.0	51618.0	4613.0	4475.0	2034.0	2034.0	2034.0	2034.0	2034.0	2034.0	1932.0	1932.0	1932.0	1932.0	1932.0	1932.0	4813.0	4813.0	4813.0	4813.0	4644.0	4644.0	4644.0	4644.0	4644.0	4644.0	4644.0	4644.0
Total square meters occupied dwellings	Public authorities	Polling area - 6. Øst	26822.0	26858.0	26861.0	26861.0	26623.0	859.0	859.0	859.0	859.0	859.0	605.0	605.0	605.0	767.0	767.0	605.0	605.0	605.0	2040.0	2040.0	2040.0	1632.0	1810.0	1632.0	1632.0	1632.0	1766.0	1766.0	1766.0	1766.0	1766.0
Total square meters occupied dwellings	Public authorities	Polling area - 6. Syd	89100.0	89161.0	89045.0	89045.0	89135.0	315.0	315.0	315.0	315.0	315.0	315.0	315.0	315.0	315.0	315.0	0.0	0.0	0.0	0.0	0.0	0.0	106.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Public authorities	Polling area - 7. Brønshøj	287.0	287.0	288.0	288.0	302.0	302.0	302.0	302.0	302.0	153.0	404.0	153.0	153.0	153.0	153.0	153.0	153.0	153.0	175.0	301.0	301.0	301.0	301.0	301.0	301.0	301.0	301.0	301.0	301.0	301.0	301.0
Total square meters occupied dwellings	Public authorities	Polling area - 7. Nord	407.0	212.0	212.0	212.0	323.0	220.0	220.0	220.0	220.0	220.0	220.0	323.0	323.0	323.0	323.0	323.0	323.0	323.0	103.0	103.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Public authorities	Polling area - 7. Syd	26643.0	26682.0	26682.0	26682.0	26599.0	2301.0	2301.0	2100.0	1973.0	1868.0	2037.0	1895.0	1895.0	1895.0	1895.0	1707.0	1707.0	1707.0	1707.0	1568.0	1568.0	1439.0	10641.0	1269.0	1269.0	1269.0	1269.0	1269.0	1269.0	1269.0	1589.0
Total square meters occupied dwellings	Public authorities	Polling area - 7. Øst	2821.0	2624.0	2624.0	2524.0	2375.0	1090.0	739.0	739.0	641.0	641.0	641.0	1136.0	1136.0	506.0	506.0	148.0	148.0	148.0	148.0	148.0	148.0	148.0	148.0	148.0	148.0	148.0	148.0	148.0	148.0	148.0	1750.0
Total square meters occupied dwellings	Public authorities	Polling area - 7. Vest	46940.0	46836.0	46416.0	46456.0	46208.0	23768.0	23594.0	23640.0	23534.0	23534.0	23404.0	23450.0	23427.0	22307.0	22307.0	22307.0	22353.0	22353.0	22353.0	23655.0	23655.0	23390.0	23959.0	24341.0	24341.0	24496.0	24496.0	24421.0	24444.0	24412.0	24698.0
Total square meters occupied dwellings	Public authorities	Polling area - 7. Nordvest	42020.0	41850.0	41850.0	41850.0	41850.0	957.0	957.0	957.0	957.0	848.0	848.0	848.0	848.0	848.0	848.0	1097.0	417.0	417.0	417.0	417.0	417.0	417.0	417.0	417.0	246.0	246.0	246.0	246.0	0.0	0.0	0.0
Total square meters occupied dwellings	Public authorities	Polling area - 7. Katrinedal	4352.0	4352.0	4352.0	4352.0	4360.0	389.0	239.0	417.0	417.0	386.0	386.0	386.0	386.0	386.0	386.0	386.0	386.0	386.0	386.0	386.0	386.0	386.0	386.0	386.0	386.0	386.0	386.0	386.0	386.0	386.0	386.0
Total square meters occupied dwellings	Public authorities	Polling area - 7. Kirkebjerg	1719.0	1719.0	1907.0	1907.0	1907.0	1631.0	1631.0	1423.0	1337.0	1108.0	859.0	879.0	879.0	879.0	879.0	879.0	879.0	879.0	879.0	399.0	399.0	399.0	399.0	399.0	280.0	280.0	280.0	280.0	280.0	280.0	280.0
Total square meters occupied dwellings	Public authorities	Polling area - 7. Vanløse	335.0	335.0	335.0	335.0	238.0	179.0	179.0	179.0	179.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	620.0	620.0	620.0	620.0	620.0	620.0	620.0
Total square meters occupied dwellings	Public authorities	Polling area - 8. Valby	28605.0	28662.0	9767.0	9767.0	9786.0	35290.0	968.0	860.0	860.0	860.0	1145.0	1496.0	981.0	860.0	823.0	823.0	823.0	823.0	823.0	663.0	663.0	663.0	663.0	663.0	663.0	663.0	663.0	663.0	663.0	663.0	663.0
Total square meters occupied dwellings	Public authorities	Polling area - 8. Nord	14813.0	14753.0	14431.0	14431.0	14431.0	420.0	420.0	420.0	420.0	268.0	268.0	268.0	268.0	268.0	268.0	268.0	268.0	268.0	268.0	268.0	268.0	268.0	268.0	268.0	268.0	268.0	268.0	268.0	268.0	268.0	268.0
Total square meters occupied dwellings	Public authorities	Polling area - 8. Syd	2944.0	2944.0	6259.0	6259.0	2168.0	1264.0	1264.0	1264.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1170.0	1602.0	1602.0
Total square meters occupied dwellings	Public authorities	Polling area - 8. Vest	51701.0	51701.0	51701.0	51724.0	51715.0	3216.0	4872.0	4446.0	4303.0	4076.0	4817.0	4817.0	4973.0	4973.0	4973.0	4973.0	4973.0	4973.0	4973.0	4973.0	4973.0	4973.0	4973.0	4973.0	4633.0	4633.0	4633.0	2954.0	2954.0	2954.0	2954.0
Total square meters occupied dwellings	Public authorities	Polling area - 8. Sydøst	6671.0	26315.0	26315.0	26258.0	25993.0	1415.0	1496.0	1121.0	1121.0	1121.0	1241.0	1154.0	1560.0	1560.0	1477.0	1137.0	1137.0	1137.0	919.0	919.0	919.0	919.0	934.0	1124.0	1124.0	2800.0	7470.0	7470.0	7470.0	7470.0	7470.0
Total square meters occupied dwellings	Public authorities	Polling area - 8. Midt	23147.0	22984.0	22984.0	22984.0	27081.0	3521.0	3521.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	258.0	104.0	258.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0
Total square meters occupied dwellings	Public authorities	Polling area - 9. Vesterbro	77291.0	77315.0	77444.0	77629.0	77633.0	357.0	357.0	357.0	252.0	124.0	124.0	124.0	124.0	124.0	1995.0	1995.0	1995.0	1995.0	1995.0	1995.0	2207.0	2083.0	2083.0	2083.0	2083.0	2083.0	2083.0	2083.0	2083.0	2083.0	2083.0
Total square meters occupied dwellings	Public authorities	Polling area - 9. Nord	23404.0	23276.0	23276.0	23152.0	23979.0	0.0	0.0	0.0	0.0	379.0	379.0	379.0	379.0	379.0	379.0	379.0	379.0	379.0	379.0	379.0	379.0	379.0	379.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Public authorities	Polling area - 9. Syd	10453.0	3595.0	3595.0	3595.0	2747.0	3430.0	3530.0	3530.0	3530.0	1530.0	1530.0	1530.0	1530.0	1530.0	1778.0	1553.0	1651.0	1651.0	1651.0	1651.0	1521.0	1521.0	1521.0	1521.0	1555.0	1555.0	1555.0	1555.0	1555.0	1555.0	1555.0
Total square meters occupied dwellings	Public authorities	Polling area - 9. Øst	21183.0	20859.0	20859.0	27224.0	27744.0	17812.0	21281.0	20504.0	25897.0	25497.0	27613.0	31500.0	31685.0	29894.0	30319.0	26588.0	21137.0	21137.0	21872.0	21872.0	21872.0	21872.0	21872.0	17735.0	15672.0	15672.0	15672.0	15672.0	15672.0	15672.0	15672.0
Total square meters occupied dwellings	Public authorities	Polling area - 9. Vest	104233.0	104288.0	104288.0	103576.0	103571.0	384.0	4414.0	4306.0	8132.0	9245.0	9311.0	9283.0	9266.0	11240.0	11240.0	10261.0	2139.0	2139.0	1990.0	1990.0	1990.0	1990.0	1990.0	1990.0	2214.0	2214.0	2214.0	1108.0	1108.0	1108.0	884.0
Total square meters occupied dwellings	Public authorities	Polling area - 9. Midt	67482.0	41272.0	41272.0	41845.0	41573.0	3970.0	3834.0	3822.0	4422.0	1115.0	1115.0	1115.0	1115.0	1115.0	1115.0	1115.0	1115.0	1115.0	1115.0	1115.0	660.0	1115.0	1115.0	1115.0	6192.0	542.0	542.0	542.0	542.0	542.0	542.0
Total square meters occupied dwellings	Public authorities	Polling area - 9. Sydhavn	236.0	236.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	149.0	149.0	149.0	236.0	324.0	324.0	324.0	324.0	324.0	324.0	324.0	324.0	324.0	324.0	324.0
Total square meters occupied dwellings	Unknown	Copenhagen total	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	District - Indre By	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	District - Østerbro	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	District - Nørrebro	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	District - Vesterbro/Kongens Enghave	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	District - Valby	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	District - Vanløse	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	District - Brønshøj-Husum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	District - Bispebjerg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	District - Amager Øst	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	District - Amager Vest	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 1. Østerbro	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 1. Øst	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 1. Nord	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 1. Syd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 1. Vest	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 1. Nordvest	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 2. Sundbyvester	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 2. Nord	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 2. Syd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 2. Øst	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 2. Vest	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 3. Indre By	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 3. Nord	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 3. Syd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 3. Øst	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 4. Sundbyøster	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 4. Nord	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 4. Syd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 4. Øst	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 5. Nørrebro	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 5. Nord	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 5. Nørrebrohallen	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 5. Syd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 5. Øst	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 5. Vest	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 5. Nordvest	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 6. Bispebjerg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 6. Vest	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 6. Nord	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 6. Øst	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 6. Syd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 7. Brønshøj	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 7. Nord	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 7. Syd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 7. Øst	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 7. Vest	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 7. Nordvest	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 7. Katrinedal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 7. Kirkebjerg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 7. Vanløse	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 8. Valby	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 8. Nord	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 8. Syd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 8. Vest	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 8. Sydøst	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Unknown	Polling area - 8. Midt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
